_step,_timestamp,grad/norm/total,memory/in_use_gib,memory/limit_gib,memory/peak_gib,moe/drop_fraction,moe/receiver_drop_fraction,moe/sender_drop_fraction,optim/adam_lr,optim/learning_rate,run_progress,throughput/duration,throughput/examples_per_second,throughput/gflops_per_second,throughput/mfu,throughput/tokens_per_second,throughput/total_gflops,throughput/total_tokens,train/cross_entropy_loss,train/loss
250,1787212772.031314,0.9535489082336426,18.050302654504776,138.22457885742188,143.7193919122219,0.01934549511607849,0.011976335987900242,0.007369159128178249,4.865060327574611e-05,0.0002108193002641201,0.0006406133488447179,18.71528584836051,601.8609649495012,369133198.0540118,20.973477162159764,2465222.512433157,1734016762742.7766,11580473344.0,8.647285461425781,8.647285461425781
260,1787212960.643352,0.9535907506942749,18.050302654504776,138.22457885742188,143.7193919122219,0.023378358871647804,0.015168828325289669,0.008209530546358137,5.059666000306606e-05,0.0002192521933466196,0.0006662378827985066,18.65198273770511,603.903625603821,370386002.11305463,21.044659210969012,2473589.2504732506,1803101095919.7795,12041846784.0,8.57292366027832,8.57292366027832
270,1787213149.8322341,0.9350302219390869,18.050302654504776,138.22457885742188,143.7193919122219,0.022422558091806644,0.014003782109780745,0.008418775982025898,5.2542658522725105e-05,0.0002276850864291191,0.0006918624167522953,18.399542454164475,612.1891361190101,375467669.0961236,21.333390289552476,2507526.7015434653,1872185429096.7827,12503220224.0,8.455886840820312,8.455886840820312
280,1787213338.0845127,0.9245818853378296,18.050302654504776,138.22457885742188,143.7193919122219,0.02393807651418628,0.014923695869969599,0.009014380644216682,5.448871525004506e-05,0.00023611797951161861,0.000717486950706084,18.50285018607974,608.7710750895152,373371304.86511374,21.214278685517826,2493526.323566654,1941269762273.7856,12964593664.0,8.362207412719727,8.362207412719727
290,1787213525.7969642,0.9054452180862427,18.050302654504776,138.22457885742188,143.7193919122219,0.023960136046463795,0.014414446484861952,0.009545689561601841,5.6434713769704103e-05,0.00024455063976347446,0.0007431114846598727,18.44784539192915,610.5862099715964,374484562.8814037,21.277531981897937,2500961.116043659,2010354095450.7888,13425967104.0,8.274094581604004,8.274094581604004
300,1787213716.1419868,0.899060845375061,18.050302654504776,138.22457885742188,143.7193919122219,0.024942103999130653,0.015135863118550995,0.009806240880579659,5.838077049702406e-05,0.00025298353284597397,0.0007687360186136615,18.487463138997555,609.2777530000673,373682060.4189667,21.231935251077655,2495601.6762882755,2079438428627.7917,13887340544.0,8.1792573928833,8.1792573928833
310,1787213904.5079398,0.8904579281806946,18.050302654504776,138.22457885742188,143.7193919122219,0.023963083089752632,0.01371775691707929,0.010245326172673342,6.03267690166831e-05,0.0002614161930978298,0.0007943605525674502,18.417692894116044,611.5858302533942,375097649.7119986,21.31236646090901,2505055.5607179026,2148522761804.795,14348713984.0,8.108068466186523,8.108068466186523
320,1787214536.1478398,0.879550576210022,18.050302654504776,138.22457885742188,143.7193919122219,0.02523192831061103,0.01443971727382053,0.0107922110367905,6.227282574400306e-05,0.00026984885334968567,0.0008199850865212389,18.318977239076048,614.881488906098,377118942.1516386,21.427212622252195,2518554.578559377,2217607094981.798,14810087424.0,8.007413864135742,8.007413864135742
330,1787214725.8639104,0.88421630859375,18.050302654504776,138.22457885742188,143.7193919122219,0.02705984263483322,0.015682154645522434,0.011377687989310785,6.42188242636621e-05,0.0002782817464321852,0.0008456096204750276,18.664232441224158,603.5072717547666,370142910.48162663,21.030847186456057,2471965.785107524,2286691428158.801,15271460864.0,7.929377555847168,7.929377555847168
340,1787214915.7816277,0.8621051907539368,18.050302654504776,138.22457885742188,143.7193919122219,0.02631074184495391,0.014496391356894464,0.011814350488059448,6.616488099098206e-05,0.0002867146395146847,0.0008712341544288163,18.465053091757,610.0172008185762,374135578.34741914,21.257703315194266,2498630.454552888,2355775761335.804,15732834304.0,7.825201511383057,7.825201511383057
350,1787215104.3178551,0.8650950789451599,18.050302654504776,138.22457885742188,143.7193919122219,0.026264399572303802,0.013745396144010803,0.012519003428292997,6.81108795106411e-05,0.00029514729976654053,0.0008968586883826051,18.77689175400883,599.8862936191321,367922093.1880469,20.90466438568448,2457134.258663965,2424860094512.807,16194207744.0,7.71945333480835,7.71945333480835
360,1787215292.5209143,0.8469375967979431,18.050302654504776,138.22457885742188,143.7193919122219,0.023024280696655765,0.010192124624595497,0.012832156072060267,7.005693623796105e-05,0.0003035799600183964,0.0009224832223363937,18.493693890981376,609.0724798626085,373556162.35592973,21.22478195204146,2494760.8775172443,2493944427689.81,16655581184.0,7.62931489944458,7.62931489944458
370,1787215480.3926861,0.8503357172012329,18.050302654504776,138.22457885742188,143.7193919122219,0.02547233026813377,0.012039641482811985,0.013432688785321785,7.20029347576201e-05,0.0003120128531008959,0.0009481077562901825,18.27934249304235,616.21472458801,377936641.8857711,21.47367283441881,2524015.511912489,2563028760866.813,17116954624.0,7.552616596221924,7.552616596221924
380,1787215670.4312007,0.8562415838241577,18.050302654504776,138.22457885742188,143.7193919122219,0.02366539847218629,0.01038890348916704,0.01327649498301925,7.394899148494005e-05,0.00032044551335275173,0.0009737322902439712,18.217399185989052,618.3099950218531,379221712.5600212,21.546688213637573,2532597.73960951,2632113094043.8164,17578328064.0,7.466962814331055,7.466962814331055
390,1787215858.633027,0.8620791435241699,18.050302654504776,138.22457885742188,143.7193919122219,0.023417694945678566,0.009496169672770933,0.013921525272907633,7.589504821226001e-05,0.00032887840643525124,0.0009993568241977598,18.450531884562224,610.4973054692651,374430035.99699324,21.274433863465525,2500596.96320211,2701197427220.8193,18039701504.0,7.383627414703369,7.383627414703369
400,1787216048.980364,0.8805820941925049,18.050302654504776,138.22457885742188,143.7193919122219,0.024662003767761318,0.010280792686072264,0.014381211081689054,7.784104673191905e-05,0.0003373110666871071,0.0010249813581515487,18.282000008039176,616.1251501502495,377881704.1167513,21.47055137026996,2523648.615015422,2770281760397.8223,18501074944.0,7.313424587249756,7.313424587249756
410,1787216239.539052,0.8535827398300171,18.050302654504776,138.22457885742188,143.7193919122219,0.0242388074032285,0.009350989070354086,0.014887818332874414,7.9787103459239e-05,0.0003457439597696066,0.0010506058921053373,18.289932157844305,615.857943200135,377717820.8251238,21.461239819609307,2522554.135347753,2839366093574.825,18962448384.0,7.206815719604492,7.206815719604492
420,1787216435.7559714,0.8692466616630554,18.048349529504776,138.22457885742188,143.7193919122219,0.02375986415779952,0.008802876327977036,0.014956987829822483,8.173310197889805e-05,0.00035417662002146244,0.001076230426059126,19.474196416325867,578.4064081102218,354748055.8380696,20.156139536253956,2369152.6476194686,2908450426751.828,19423821824.0,7.135469913482666,7.135469913482666
430,1787220488.522666,0.8735405206680298,18.050302654504776,138.22457885742188,143.7193919122219,0.023875777412093048,0.008471412922848354,0.015404364489244692,8.3679158706218e-05,0.00036260951310396194,0.0011018549600129149,18.30866640713066,615.2277697087222,377331322.99628794,21.439279715698177,2519972.9447269263,2977534759928.8315,19885195264.0,7.043943405151367,7.043943405151367
440,1787220676.6648571,0.9639358520507812,18.050302654504776,138.22457885742188,143.7193919122219,0.02146281764814348,0.006160793430877455,0.015302024217266025,8.562515722587705e-05,0.0003710421733558178,0.0011274794939667035,18.470077018253505,609.8512739750937,374033812.14235747,21.251921144452126,2497950.818201984,3046619093105.8345,20346568704.0,6.972833633422852,6.972833633422852
450,1787221281.3400192,0.9840741157531738,18.050302654504776,138.22457885742188,143.7193919122219,0.02210775339467959,0.006531006233258681,0.015576747161420908,8.757115574553609e-05,0.0003794750664383173,0.0011531040279204922,18.737342732027173,601.1524772264952,368698668.5626414,20.948787986513718,2462320.5467197243,3115703426282.8374,20807942144.0,6.883157730102539,6.883157730102539
460,1787221470.2611158,1.0530078411102295,18.050302654504776,138.22457885742188,143.7193919122219,0.02436400041209929,0.00794206808010737,0.016421932331991917,8.951721247285604e-05,0.0003879079595208168,0.0011787285618742808,18.90297749498859,595.8849606093127,365467996.7498144,20.765227088057635,2440744.7986557446,3184787759459.8403,21269315584.0,6.7901387214660645,6.7901387214660645
470,1787221661.2189817,1.0491670370101929,18.050302654504776,138.22457885742188,143.7193919122219,0.02454678245791883,0.007897080119812128,0.016649702338106705,9.146321099251509e-05,0.00039634061977267265,0.0012043530958280697,19.917082535102963,565.544676543249,346859702.244267,19.70793762751517,2316470.995121148,3253872092636.8438,21730689024.0,6.704665184020996,6.704665184020996
480,1787221848.90166,1.146031379699707,18.050302654504776,138.22457885742188,143.7193919122219,0.02594072049991651,0.008758753481687922,0.017181967018228588,9.340926771983504e-05,0.00040477351285517216,0.0012299776297818583,18.500976004172117,608.8327446865441,373409128.04505,21.21642772983239,2493778.9222360845,3322956425813.8467,22192062464.0,6.62619161605835,6.62619161605835
490,1787222037.7105048,1.0736380815505981,18.050302654504776,138.22457885742188,143.7193919122219,0.025730031740033264,0.008447742654067097,0.017282289085966168,9.535526623949409e-05,0.000413206173107028,0.001255602163735647,18.475814398378134,609.6618940374715,373917661.69218224,21.24532168705581,2497175.117977483,3392040758990.8496,22653435904.0,6.529202461242676,6.529202461242676
500,1787222226.0490386,1.1816980838775635,18.050302654504776,138.22457885742188,143.7193919122219,0.025612261654301124,0.008336655569799019,0.017275606084502106,9.730132296681404e-05,0.0004216390661895275,0.0012812266976894358,18.486145765986294,609.3211717893771,373708690.01863664,21.233448296513448,2495779.5196492886,3461125092167.8525,23114809344.0,6.4646406173706055,6.4646406173706055
510,1787222415.080805,1.0870726108551025,18.050302654504776,138.22457885742188,143.7193919122219,0.02575731198444511,0.0085452338398406,0.01721207814460451,9.924732148647308e-05,0.00043007172644138336,0.0013068512316432245,18.382904534693807,612.7432136059678,375807495.74487054,21.352698621867646,2509796.202930044,3530209425344.856,23576182784.0,6.384379863739014,6.384379863739014
520,1787222605.0325994,1.1683520078659058,18.050302654504776,138.22457885742188,143.7193919122219,0.025389778794664326,0.007895520013390165,0.01749425878127416,0.00010119337821379304,0.00043850461952388287,0.0013324757655970132,18.27456626901403,616.3757779082835,378035419.06294644,21.479285174031048,2524675.186312329,3599293758521.859,24037556224.0,6.310638427734375,6.310638427734375
530,1787222794.189014,1.3625351190567017,18.050302654504776,138.22457885742188,143.7193919122219,0.0244758931750601,0.0069249778647314415,0.017550915310328655,0.00010313937673345208,0.0004469372797757387,0.001358100299550802,18.530817433726043,607.8523001095217,372807802.0523246,21.182261480245717,2489763.021248601,3668378091698.862,24498929664.0,6.183651447296143,6.183651447296143
540,1787222983.9011996,1.1518614292144775,18.050302654504776,138.22457885742188,143.7193919122219,0.022923665685635624,0.00566518876814481,0.017258476917490814,0.00010508537525311112,0.00045536994002759457,0.0013837248335045907,18.32870337134227,614.5552018486892,376918823.8651918,21.415842265067717,2517218.106772231,3737462424875.8647,24960303104.0,6.141701698303223,6.141701698303223
550,1787223173.1972804,1.085088849067688,18.050302654504776,138.22457885742188,143.7193919122219,0.02482997795397585,0.006220843134955926,0.018609134819019924,0.00010703143198043108,0.00046380283311009407,0.0014093493674583793,18.48908181162551,609.2244122646185,373649345.49407643,21.23007644852707,2495383.1926358775,3806546758052.868,25421676544.0,6.037179946899414,6.037179946899414
560,1787223362.7084305,1.1465411186218262,18.050302654504776,138.22457885742188,143.7193919122219,0.026406900787895374,0.007597596525694385,0.018809304262200992,0.00010897748870775104,0.0004722357261925936,0.001434973901412168,18.261542959604412,616.8153493336581,378305016.8861502,21.494603232167623,2526475.6708706636,3875631091229.871,25883049984.0,5.981433391571045,5.981433391571045
570,1787223552.7248967,1.067627191543579,18.049326092004776,138.22457885742188,143.7193919122219,0.023672050768227287,0.005367786651759437,0.01830426411646785,0.00011092348722741008,0.0004806683864444494,0.0014605984353659568,18.506513583939523,608.6505677533568,373297395.33953273,21.21007928065527,2493032.7255177493,3944715424406.874,26344423424.0,5.907623291015625,5.907623291015625
580,1787223757.7072418,1.038697361946106,18.050302654504776,138.22457885742188,143.7193919122219,0.023197823119434444,0.005195908812862454,0.01800191430657199,0.00011286948574706912,0.0004891010466963053,0.0014862229693197455,18.432423905003816,611.097056906454,374797875.38007337,21.295333828413256,2503053.5450888355,4013799757583.877,26805796864.0,5.813955307006836,5.813955307006836
590,1787223956.7008626,1.1307390928268433,18.050302654504776,138.22457885742188,143.7193919122219,0.02491373834059094,0.006733522383552609,0.01818021595703833,0.00011481554247438908,0.0004975339397788048,0.0015118475032735341,18.34150639967993,614.1262203085219,376655721.0274104,21.40089324019377,2515460.9983837055,4082884090760.8804,27267170304.0,5.755486011505127,5.755486011505127
600,1787224159.8677306,1.1438193321228027,18.050302654504776,138.22457885742188,143.7193919122219,0.024731980523828304,0.006306823738145105,0.018425156785683197,0.00011676154099404812,0.0005059666000306606,0.001537472037227323,18.28733821818605,615.9452986328206,377771397.634574,21.464283956509888,2522911.943200033,4151968423937.8833,27728543744.0,5.658143520355225,5.658143520355225
610,1787224361.5107565,0.9945067167282104,18.050302654504776,138.22457885742188,143.7193919122219,0.023600715748739964,0.005054344789999904,0.018546370958740063,0.00011870759772136807,0.0005143994931131601,0.0015630965711811117,18.429495833348483,611.1941477865934,374857423.1314227,21.29871722337629,2503451.2293338864,4221052757114.886,28189917184.0,5.612350940704346,5.612350940704346
620,1787224562.7257018,1.0385105609893799,18.050302654504776,138.22457885742188,143.7193919122219,0.02409942521516121,0.005500468340787021,0.018598956874374187,0.00012065359624102712,0.000522832153365016,0.0015887211051349003,18.395971982274204,612.3079558315073,375540543.5688345,21.33753088459287,2508013.387085854,4290137090291.889,28651290624.0,5.556931018829346,5.556931018829346
630,1787225201.0585039,1.0773794651031494,18.050302654504776,138.22457885742188,143.7193919122219,0.02397272340727575,0.005059208156484546,0.018913515250791203,0.00012259965296834707,0.0005312650464475155,0.001614345639088689,18.386140128131956,612.6353830386274,375741361.13158226,21.348940973385353,2509354.528926218,4359221423468.8926,29112664064.0,5.442661762237549,5.442661762237549
640,1787225405.018247,1.0170823335647583,18.050302654504776,138.22457885742188,143.7193919122219,0.023165804700869503,0.0043085960840637035,0.018857208616805798,0.00012454565148800611,0.000539697939530015,0.0016399701730424778,18.347855594940484,613.9137046133122,376525380.96088684,21.393487554595843,2514590.534096127,4428305756645.8955,29574037504.0,5.400383949279785,5.400383949279785
650,1787225608.175979,1.0476784706115723,18.050302654504776,138.22457885742188,143.7193919122219,0.02440458530503692,0.005568824256911423,0.0188357610481255,0.00012649170821532607,0.0005481308326125145,0.0016655947069962665,18.38319909432903,612.7333954335942,375801474.0661468,21.35235648103107,2509755.987696002,4497390089822.898,30035410944.0,5.329654216766357,5.329654216766357
660,1787225813.9230177,1.0191068649291992,18.050302654504776,138.22457885742188,143.7193919122219,0.023317958200068184,0.004876005378636447,0.01844195282143174,0.0001284377067349851,0.0005565634928643703,0.0016912192409500551,18.353233928326517,613.7337999389339,376415041.87650424,21.387218288437744,2513853.644549873,4566474422999.901,30496784384.0,5.234908580780029,5.234908580780029
670,1787226018.8098843,1.0370540618896484,18.050302654504776,138.22457885742188,143.7193919122219,0.023181670599363068,0.0046464205917083855,0.018535250007654682,0.00013038370525464416,0.0005649961531162262,0.001716843774903844,18.336542010772973,614.2924872848023,376757695.84262425,21.406687263785468,2516142.02791855,4635558756176.904,30958157824.0,5.160872459411621,5.160872459411621
680,1787226220.9825463,1.0550204515457153,18.050302654504776,138.22457885742188,143.7193919122219,0.025109422647140243,0.006130386369697975,0.01897903627744227,0.0001323297619819641,0.0005734290461987257,0.0017424683088576327,18.39646912086755,612.2914090738738,375530395.1160881,21.33695426795955,2507945.611566587,4704643089353.907,31419531264.0,5.0998148918151855,5.0998148918151855
690,1787226424.6596196,1.1089165210723877,18.050302654504776,138.22457885742188,143.7193919122219,0.02405803357109879,0.005429732697931203,0.018628300873167587,0.00013427581870928407,0.0005818619392812252,0.0017680928428114213,18.33310362463817,614.4076982613091,376828357.0063906,21.410702102635828,2516613.932078322,4773727422530.911,31880904704.0,5.043545246124268,5.043545246124268
700,1787226627.0118194,0.9893409013748169,18.050302654504776,138.22457885742188,143.7193919122219,0.022581961513920265,0.0036637486720627003,0.018918212841857563,0.0001362218172289431,0.0005902945995330811,0.0017937173767652102,18.30941403610632,615.2026480906105,377315915.4125204,21.438404284802296,2519870.0465791407,4842811755707.914,32342278144.0,4.966117858886719,4.966117858886719
710,1787226828.7923822,0.9175689220428467,18.050302654504776,138.22457885742188,143.7193919122219,0.024395677797270542,0.005746821223786383,0.01864885657348416,0.00013816781574860215,0.0005987272597849369,0.0018193419107189988,18.389199737925082,612.5334522725107,375678844.98272395,21.345388919472953,2508937.0205082037,4911896088884.917,32803651584.0,4.88580846786499,4.88580846786499
720,1787227032.4534311,1.028687596321106,18.050302654504776,138.22457885742188,143.7193919122219,0.02312410193862337,0.004823378654140414,0.018300723284482956,0.0001401138724759221,0.0006071601528674364,0.0018449664446727875,18.431491213850677,611.1279803305043,374816841.32583034,21.29641143896763,2503180.2074337457,4980980422061.92,33265025024.0,4.826160430908203,4.826160430908203
730,1787227233.8001547,1.0781060457229614,18.050302654504776,138.22457885742188,143.7193919122219,0.025743118571964176,0.006488709400097529,0.01925440917186665,0.00014205987099558115,0.0006155928131192923,0.0018705909786265761,18.3717559450306,613.1150464714732,376035548.1735526,21.36565614622458,2511319.230347154,5050064755238.923,33726398464.0,4.759256839752197,4.759256839752197
740,1787227434.9471145,0.8763449192047119,18.050302654504776,138.22457885742188,143.7193919122219,0.022024033252488483,0.003604193584937038,0.018419839667551445,0.0001440059277229011,0.0006240257062017918,0.001896215512580365,18.326219640672207,614.63849178154,376969907.22342473,21.418744728603674,2517559.262337188,5119149088415.926,34187771904.0,4.7129011154174805,4.7129011154174805
750,1787227637.8911476,1.0661132335662842,18.050302654504776,138.22457885742188,143.7193919122219,0.026549867721218052,0.007756352255290205,0.018793515465927845,0.00014595192624256015,0.0006324583664536476,0.0019218400465341537,18.602316775824875,605.515976087367,371374888.4589654,21.10084593516849,2480193.438053855,5188233421592.929,34649145344.0,4.644563674926758,4.644563674926758
760,1787227839.8155704,1.035487413406372,18.050302654504776,138.22457885742188,143.7193919122219,0.022644117926106308,0.004366300887230671,0.018277817038875637,0.0001478979247622192,0.0006408910267055035,0.0019474645804879423,18.404191342182457,612.0344974996473,375372826.1815099,21.32800148758579,2506893.301758555,5257317754769.932,35110518784.0,4.57788610458374,4.57788610458374
770,1787228040.3278694,0.949397623538971,18.050302654504776,138.22457885742188,143.7193919122219,0.021821403085733906,0.003773702590754538,0.018047700494979366,0.00014984398148953915,0.000649323919788003,0.001973089114441731,18.322408120147884,614.7663520066317,377048326.42078197,21.42320036481716,2518082.9778191634,5326402087946.936,35571892224.0,4.510700225830078,4.510700225830078
